kategori,pertanyaan
info_hipertensi,"['aku', 'ingin', 'tahu', 'arti', 'dari', 'hipertensi']"
info_hipertensi,"['bagaimana', 'hipertensi', 'bagai', 'sakit']"
info_hipertensi,"['apa', 'arti', 'dari', 'hipertensi']"
info_hipertensi,"['apa', 'arti', 'dari', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'hipertensi']"
info_hipertensi,"['coba', 'jelas', 'apa', 'itu', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'hipertensi', 'benar']"
info_hipertensi,"['hipertensi', 'itu', 'apa', 'ya']"
info_hipertensi,"['hipertensi', 'itu', 'apa', 'ya']"
info_hipertensi,"['coba', 'jelas', 'apa', 'itu', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'hipertensi']"
info_hipertensi,"['hmm', 'hipertensi', 'itu', 'apa', 'ya']"
info_hipertensi,"['coba', 'tensibot', 'jelas', 'apa', 'itu', 'hipertensi']"
info_hipertensi,"['jelas', 'kena', 'hipertensi']"
info_hipertensi,"['erti', 'dari', 'hipertensi', 'adalah', 'apa']"
info_hipertensi,"['hipertensi', 'itu', 'sakit', 'seperti', 'apa']"
info_hipertensi,"['apa', 'arti', 'dari', 'hipertensi']"
info_hipertensi,"['apa', 'arti', 'dari', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'hipertensi']"
info_hipertensi,"['coba', 'jelas', 'apa', 'itu', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'hipertensi', 'benar']"
info_hipertensi,"['hipertensi', 'itu', 'apa', 'ya']"
info_hipertensi,"['hipertensi', 'itu', 'apa', 'ya']"
info_hipertensi,"['coba', 'jelas', 'apa', 'itu', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'hipertensi']"
info_hipertensi,"['hmm', 'hipertensi', 'itu', 'apa', 'ya']"
info_hipertensi,"['coba', 'tensibot', 'jelas', 'apa', 'itu', 'hipertensi']"
info_hipertensi,"['jelas', 'kena', 'hipertensi']"
info_hipertensi,"['erti', 'dari', 'hipertensi', 'adalah', 'apa']"
info_hipertensi,"['hipertensi', 'itu', 'sakit', 'seperti', 'apa']"
info_hipertensi,"['apa', 'itu', 'hipertensi']"
info_hipertensi,"['apa', 'yang', 'maksud', 'dengan', 'hipertensi']"
info_hipertensi,"['hipertensi', 'apa', 'arti']"
info_hipertensi,"['bagaimana', 'erti', 'dari', 'hipertensi']"
info_hipertensi,"['apa', 'erti', 'umum', 'dari', 'hipertensi']"
info_hipertensi,"['hipertensi', 'benar', 'itu', 'apa']"
info_hipertensi,"['apa', 'yang', 'maksud', 'dengan', 'hipertensi']"
info_hipertensi,"['apa', 'arti', 'dari', 'hipertensi']"
info_hipertensi,"['apa', 'yang', 'maksud', 'dengan', 'hipertensi']"
info_hipertensi,"['hipertensi', 'apa', 'itu', 'benar']"
info_hipertensi,"['hipertensi', 'apa', 'itu', 'benar']"
info_hipertensi,"['saya', 'ingin', 'tahu', 'apa', 'itu', 'hipertensi']"
info_hipertensi,"['coba', 'jelas', 'apa', 'itu', 'hipertensi']"
info_hipertensi,"['aku', 'ingin', 'tahu', 'arti', 'dari', 'hipertensi']"
info_hipertensi,"['bagaimana', 'hipertensi', 'bagai', 'sakit']"
info_hipertensi,"['apa', 'arti', 'dari', 'hipertensi']"
info_hipertensi,"['apa', 'arti', 'dari', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'hipertensi']"
info_hipertensi,"['coba', 'jelas', 'apa', 'itu', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'hipertensi', 'benar']"
info_hipertensi,"['hipertensi', 'itu', 'apa', 'ya']"
info_hipertensi,"['hipertensi', 'itu', 'apa', 'ya']"
info_hipertensi,"['coba', 'jelas', 'apa', 'itu', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'gejala', 'hipertensi']"
info_hipertensi,"['saya', 'ingin', 'mengehtahui', 'gejala', 'hieprtensi']"
info_hipertensi,"['apatuh', 'gejala', 'hipertensi']"
info_hipertensi,"['gimana', 'gejala', 'kalo', 'idap', 'hipertensi']"
info_hipertensi,"['apa', 'tandatanda', 'kalo', 'orang', 'lagi', 'kena', 'hipertensi']"
info_hipertensi,"['kalo', 'idap', 'hipertensi', 'itu', 'gejala', 'apa', 'aja']"
info_hipertensi,"['apa', 'saja', 'yang', 'bisa', 'jadi', 'tanda', 'kalo', 'orang', 'lagi', 'kena', 'hipertensi']"
info_hipertensi,"['apa', 'gejalagejala', 'yang', 'muncul', 'kalo', 'orang', 'lagi', 'kena', 'hipertensi']"
info_hipertensi,"['dapat', 'kamu', 'sebut', 'gejalagejala', 'yang', 'muncul', 'dari', 'hipertensi']"
info_hipertensi,"['apa', 'gejala', 'yang', 'timbul', 'akibat', 'hipertensi']"
info_hipertensi,"['dalam', 'kondisi', 'hipertensi', 'gejala', 'apa', 'saja', 'yang', 'dapat', 'jadi']"
info_hipertensi,"['bagaimana', 'gejala', 'yang', 'dapat', 'timbul', 'oleh', 'hipertensi']"
info_hipertensi,"['gejala', 'apa', 'saja', 'yang', 'timbul', 'oleh', 'kondisi', 'hipertensi']"
info_hipertensi,"['gejala', 'hipertensi', 'apa', 'aja', 'sih']"
info_hipertensi,"['apa', 'tandatanda', 'kalo', 'kita', 'lagi', 'kena', 'hipertensi']"
info_hipertensi,"['kalo', 'hipertensi', 'itu', 'gejala', 'apa', 'aja']"
info_hipertensi,"['apa', 'yang', 'bisa', 'jadi', 'tanda', 'kalo', 'kita', 'lagi', 'kena', 'hipertensi']"
info_hipertensi,"['kalo', 'kita', 'lagi', 'kena', 'hipertensi', 'gejala', 'apa', 'aja']"
info_hipertensi,"['apa', 'tandatanda', 'yang', 'muncul', 'kalo', 'kita', 'lagi', 'kena', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'gejalagejala', 'hipertensi']"
info_hipertensi,"['saya', 'ingin', 'tahu', 'gejala', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'gejala', 'hipertensi']"
info_hipertensi,"['bagaimana', 'gejala', 'hipertensi', 'pada', 'derita']"
info_hipertensi,"['apa', 'tandatanda', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'gejala', 'yang', 'alami', 'oleh', 'derita', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'yang', 'bisa', 'jadi', 'tanda', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['apa', 'gejalagejala', 'yang', 'muncul', 'pada', 'derita', 'hipertensi']"
info_hipertensi,"['dapat', 'kamu', 'sebut', 'gejalagejala', 'yang', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,"['apa', 'gejala', 'yang', 'timbul', 'akibat', 'hipertensi']"
info_hipertensi,"['dalam', 'kondisi', 'hipertensi', 'apa', 'saja', 'gejala', 'yang', 'dapat', 'jadi']"
info_hipertensi,"['bagaimana', 'gejala', 'yang', 'dapat', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,"['gejala', 'apa', 'saja', 'yang', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,"['apa', 'gejalagejala', 'yang', 'tanda', 'oleh', 'hipertensi']"
info_hipertensi,"['apa', 'tandatanda', 'jika', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['ketika', 'alami', 'hipertensi', 'gejala', 'apa', 'saja', 'yang', 'muncul']"
info_hipertensi,"['apa', 'saja', 'gejala', 'hipertensi']"
info_hipertensi,"['apa', 'yang', 'dapat', 'jadi', 'tanda', 'jika', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['ketika', 'orang', 'alami', 'hipertensi', 'gejala', 'apa', 'yang', 'muncul']"
info_hipertensi,"['apa', 'tandatanda', 'yang', 'muncul', 'ketika', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'gejala', 'yang', 'jadi', 'pada', 'derita', 'hipertensi']"
info_hipertensi,"['gejala', 'apa', 'saja', 'yang', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,"['apa', 'gejala', 'yang', 'dapat', 'jadi', 'karena', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'tandatanda', 'dari', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'gejala', 'yang', 'tunjuk', 'oleh', 'hipertensi']"
info_hipertensi,"['apa', 'yang', 'bisa', 'jadi', 'tanda', 'jika', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['ketika', 'orang', 'alami', 'hipertensi', 'gejala', 'apa', 'yang', 'muncul']"
info_hipertensi,"['apa', 'tandatanda', 'yang', 'muncul', 'ketika', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'gejala', 'yang', 'dapat', 'jadi', 'akibat', 'hipertensi']"
info_hipertensi,"['gejala', 'apa', 'saja', 'yang', 'timbul', 'oleh', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'gejalagejala', 'hipertensi']"
info_hipertensi,"['saya', 'ingin', 'tahu', 'gejala', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'gejala', 'hipertensi']"
info_hipertensi,"['bagaimana', 'gejala', 'hipertensi', 'pada', 'derita']"
info_hipertensi,"['apa', 'tandatanda', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'gejala', 'yang', 'alami', 'oleh', 'derita', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'yang', 'bisa', 'jadi', 'tanda', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['apa', 'gejalagejala', 'yang', 'muncul', 'pada', 'derita', 'hipertensi']"
info_hipertensi,"['dapat', 'kamu', 'sebut', 'gejalagejala', 'yang', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,"['apa', 'gejala', 'yang', 'timbul', 'akibat', 'hipertensi']"
info_hipertensi,"['dalam', 'kondisi', 'hipertensi', 'apa', 'saja', 'gejala', 'yang', 'dapat', 'jadi']"
info_hipertensi,"['bagaimana', 'gejala', 'yang', 'dapat', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,"['gejala', 'apa', 'saja', 'yang', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,"['apa', 'gejalagejala', 'yang', 'tanda', 'oleh', 'hipertensi']"
info_hipertensi,"['apa', 'tandatanda', 'jika', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['ketika', 'alami', 'hipertensi', 'gejala', 'apa', 'saja', 'yang', 'muncul']"
info_hipertensi,"['apa', 'saja', 'gejala', 'hipertensi']"
info_hipertensi,"['apa', 'yang', 'dapat', 'jadi', 'tanda', 'jika', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['ketika', 'orang', 'alami', 'hipertensi', 'gejala', 'apa', 'yang', 'muncul']"
info_hipertensi,"['apa', 'tandatanda', 'yang', 'muncul', 'ketika', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'gejala', 'yang', 'jadi', 'pada', 'derita', 'hipertensi']"
info_hipertensi,"['gejala', 'apa', 'saja', 'yang', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,"['apa', 'gejala', 'yang', 'dapat', 'jadi', 'karena', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'tandatanda', 'dari', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'gejala', 'yang', 'tunjuk', 'oleh', 'hipertensi']"
info_hipertensi,"['apa', 'yang', 'bisa', 'jadi', 'tanda', 'jika', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['ketika', 'orang', 'alami', 'hipertensi', 'gejala', 'apa', 'yang', 'muncul']"
info_hipertensi,"['apa', 'tandatanda', 'yang', 'muncul', 'ketika', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'gejala', 'yang', 'dapat', 'jadi', 'akibat', 'hipertensi']"
info_hipertensi,"['gejala', 'apa', 'saja', 'yang', 'timbul', 'oleh', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'gejalagejala', 'hipertensi']"
info_hipertensi,"['saya', 'ingin', 'tahu', 'gejala', 'hipertensi']"
info_hipertensi,"['apa', 'itu', 'gejala', 'hipertensi']"
info_hipertensi,"['bagaimana', 'gejala', 'hipertensi', 'pada', 'derita']"
info_hipertensi,"['apa', 'tandatanda', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'gejala', 'yang', 'alami', 'oleh', 'derita', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'yang', 'bisa', 'jadi', 'tanda', 'orang', 'alami', 'hipertensi']"
info_hipertensi,"['apa', 'gejalagejala', 'yang', 'muncul', 'pada', 'derita', 'hipertensi']"
info_hipertensi,"['dapat', 'kamu', 'sebut', 'gejalagejala', 'yang', 'muncul', 'akibat', 'hipertensi']"
info_hipertensi,"['apa', 'gejala', 'yang', 'timbul', 'akibat', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['apa', 'jenis', 'obat', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['ada', 'apa', 'aja', 'obat', 'buat', 'ngatasin', 'hipertensi']"
info_hipertensi,"['apa', 'sih', 'obat', 'yang', 'dipake', 'buat', 'nanganin', 'hipertensi']"
info_hipertensi,"['apa', 'obatobat', 'yang', 'rekomendasi', 'buat', 'ngatasin', 'hipertensi']"
info_hipertensi,"['ada', 'apa', 'aja', 'obat', 'buat', 'ilangin', 'hipertensi']"
info_hipertensi,"['apa', 'sih', 'obat', 'yang', 'dipake', 'buat', 'ilangin', 'hipertensi']"
info_hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'hipertensi']"
info_hipertensi,"['obat', 'untuk', 'hipertensi']"
info_hipertensi,"['obat', 'hipertensi']"
info_hipertensi,"['apa', 'obatobat', 'yang', 'rekomendasi', 'buat', 'ilangin', 'hipertensi']"
info_hipertensi,"['rekomendasi', 'obat', 'untuk', 'hipertensi']"
info_hipertensi,"['obat', 'untuk', 'hipertensi']"
info_hipertensi,"['rekomendasi', 'obat', 'untuk', 'hipertensi']"
info_hipertensi,"['ada', 'berapa', 'macam', 'obat', 'yang', 'bisa', 'dipake', 'buat', 'ilangin', 'hipertensi']"
info_hipertensi,"['apa', 'bedabedanya', 'obatobat', 'buat', 'ilangin', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'yang', 'guna', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['apa', 'jenis', 'obat', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['ada', 'apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['apa', 'obat', 'yang', 'biasa', 'guna', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['apa', 'rekomendasi', 'obatobatan', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['ada', 'apa', 'saja', 'obat', 'yang', 'guna', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'obat', 'yang', 'biasa', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['apa', 'obat', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['obat', 'apa', 'yang', 'rekomendasi', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['berapa', 'macam', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'beda', 'antara', 'bagai', 'obat', 'yang', 'guna', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['ada', 'jenis', 'obat', 'apa', 'saja', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['apa', 'obatobatan', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['ada', 'jenis', 'obat', 'apa', 'saja', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['apa', 'obatobatan', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['ada', 'jenis', 'obat', 'apa', 'saja', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['apa', 'obatobatan', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['ada', 'jenis', 'obat', 'apa', 'saja', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['apa', 'obatobatan', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['ada', 'jenis', 'obat', 'apa', 'saja', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['apa', 'obatobatan', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['ada', 'jenis', 'obat', 'apa', 'saja', 'yang', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['apa', 'obatobatan', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['apa', 'saja', 'obat', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']"
info_hipertensi,"['apa', 'obat', 'yang', 'dapat', 'guna', 'untuk', 'atas', 'hipertensi']"
info_hipertensi,"['sebut', 'rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['rekomendasi', 'obat', 'untuk', 'obat', 'hipertensi']"
info_hipertensi,"['apa', 'obatobatan', 'yang', 'rekomendasi', 'untuk', 'hilang', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'laku', 'periksa', 'hipertensi']"
cek_tekanan_darah,"['periksa', 'hipertensi']"
cek_tekanan_darah,"['aku', 'mau', 'cek', 'tekan', 'darah']"
cek_tekanan_darah,"['gue', 'ken', 'check', 'hipertensi']"
cek_tekanan_darah,"['ingin', 'cek', 'hipertensi']"
cek_tekanan_darah,"['mau', 'periksa', 'hipertensi']"
cek_tekanan_darah,"['check', 'up', 'tekan', 'darah']"
cek_tekanan_darah,"['ingin', 'tau', 'kondisi', 'tekan', 'darah']"
cek_tekanan_darah,"['ken', 'cek', 'hipertensi']"
cek_tekanan_darah,"['mau', 'tau', 'kondisi', 'tekan', 'darah']"
cek_tekanan_darah,"['saya', 'ingin', 'laku', 'periksa', 'kait', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'kondisi', 'hipertensi', 'saya']"
cek_tekanan_darah,"['saya', 'ingin', 'jalan', 'periksa', 'tekan', 'darah']"
cek_tekanan_darah,"['saya', 'ingin', 'tahu', 'kondisi', 'hipertensi', 'saya']"
cek_tekanan_darah,"['aku', 'mau', 'cek', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'laku', 'kece', 'tekan', 'darah']"
cek_tekanan_darah,"['ken', 'cek', 'tekan']"
cek_tekanan_darah,"['mau', 'tau', 'kondisi', 'darah', 'tinggi']"
cek_tekanan_darah,"['saya', 'ingin', 'periksa', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ingin', 'laku', 'periksa', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['saya', 'mau', 'laku', 'cek', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['gue', 'ken', 'periksa', 'tekan', 'darah', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'periksa', 'kondisi', 'hipertensi']"
cek_tekanan_darah,"['mau', 'periksa', 'kait', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ingin', 'ecek', 'tekan', 'darah', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['ingin', 'tahu', 'kondisi', 'hipertensi', 'dengan', 'laku', 'periksa']"
cek_tekanan_darah,"['aku', 'ken', 'cek', 'hipertensi', 'nih']"
cek_tekanan_darah,"['mau', 'tahu', 'kondisi', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'laku', 'kece', 'kait', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'kondisi', 'hipertensi', 'yang', 'saya', 'milik']"
cek_tekanan_darah,"['aku', 'ingin', 'jalan', 'periksa', 'tekan', 'darah', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'tahu', 'kondisi', 'hipertensi', 'yang', 'sedang', 'saya', 'alami']"
cek_tekanan_darah,"['aku', 'mau', 'cek', 'hipertensi', 'nih']"
cek_tekanan_darah,"['saya', 'ingin', 'laku', 'periksa', 'untuk', 'ecek', 'tekan', 'darah']"
cek_tekanan_darah,"['aku', 'ken', 'cek', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['mau', 'tahu', 'kondisi', 'darah', 'tinggi', 'dengan', 'laku', 'periksa']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'kondisi', 'hipertensi', 'saya']"
cek_tekanan_darah,"['aku', 'ingin', 'periksa', 'tekan', 'darah', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'laku', 'kece', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ingin', 'periksa', 'kondisi', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'tekan', 'darah', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ingin', 'tahu', 'kondisi', 'hipertensi', 'lalu', 'periksa']"
cek_tekanan_darah,"['saya', 'mau', 'cek', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'laku', 'kece', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ken', 'cek', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['ingin', 'tahu', 'kondisi', 'darah', 'tinggi', 'dengan', 'laku', 'periksa']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'kondisi', 'hipertensi', 'yang', 'sedang', 'saya', 'alami']"
cek_tekanan_darah,"['aku', 'ingin', 'laku', 'periksa', 'tekan', 'darah', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ingin', 'periksa', 'kondisi', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'tahu', 'kondisi', 'hipertensi', 'lalu', 'periksa']"
cek_tekanan_darah,"['aku', 'mau', 'cek', 'hipertensi', 'nih']"
cek_tekanan_darah,"['saya', 'ingin', 'laku', 'kece', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ken', 'cek', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['ingin', 'tahu', 'kondisi', 'darah', 'tinggi', 'dengan', 'laku', 'periksa']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'kondisi', 'hipertensi', 'yang', 'sedang', 'saya', 'alami']"
cek_tekanan_darah,"['aku', 'ingin', 'laku', 'periksa', 'tekan', 'darah', 'untuk', 'hipertensi']"
cek_tekanan_darah,"['saya', 'ingin', 'ecek', 'tekan', 'darah', 'kait', 'hipertensi']"
cek_tekanan_darah,"['aku', 'ingin', 'periksa', 'kondisi', 'tekan', 'darah', 'kait', 'hipertensi']"
